ID,Age,Rotten Tomatoes,Netflix,Disney+
1354,5,58,1,0
1355,3,58,1,0
1356,0,58,1,0
1357,2,58,1,0
1358,0,58,1,0
1359,0,58,1,0
1360,5,58,1,0
1361,5,58,1,0
1362,0,58,1,0
1363,4,58,1,0
1364,5,58,1,0
1365,0,58,1,0
1366,3,58,1,0
1367,3,58,1,0
1368,2,58,1,0
1369,5,58,1,0
1370,5,58,1,0
1371,5,58,1,0
1372,0,58,1,0
1373,5,58,1,0
1374,2,58,1,0
1375,5,58,1,0
1376,0,58,1,0
1377,2,58,1,0
1378,2,58,1,0
1379,2,58,1,0
1380,3,58,1,0
1381,3,58,1,0
1382,5,58,1,0
1383,3,58,1,0
1384,5,58,1,0
1385,3,58,1,0
1386,3,58,1,0
1387,3,58,1,0
1388,0,58,1,0
1389,0,58,1,0
1390,2,58,1,0
1391,2,58,1,0
1392,0,58,1,0
1393,3,58,1,0
1394,2,58,1,0
1395,1,58,1,0
1396,3,58,1,0
1397,5,58,1,0
1398,0,58,1,0
1399,0,58,1,0
1400,0,58,1,0
1401,0,58,1,0
1402,5,58,1,0
1403,5,58,1,0
1404,2,58,1,0
1405,3,58,1,0
1406,4,58,1,0
1407,5,58,1,0
1408,0,58,1,0
1409,0,58,1,0
1410,4,58,1,0
1411,4,58,1,0
1412,0,58,1,0
1413,5,58,1,0
1414,0,58,1,0
1415,0,58,1,0
1416,5,58,1,0
1417,0,58,1,0
1418,1,58,1,0
1419,2,58,1,0
1420,2,57,1,0
1421,5,57,1,0
1422,1,57,1,0
1423,5,57,1,0
1424,0,57,1,0
1425,2,57,1,0
1426,0,57,1,0
1427,4,57,1,0
1428,0,57,1,0
1429,4,57,1,0
1430,0,57,1,0
1431,0,57,1,0
1432,2,57,1,0
1433,2,57,1,0
1434,5,57,1,0
1435,5,57,1,0
1436,2,57,1,0
1437,0,57,1,0
1438,5,57,1,0
1439,0,57,1,0
1440,5,57,1,0
1441,0,57,1,0
1442,0,57,1,0
1443,1,57,1,0
1444,5,57,1,0
1445,0,57,1,0
1446,2,57,1,0
1447,3,57,1,0
1448,0,57,1,0
1449,3,57,1,0
1450,0,57,1,0
1451,5,57,1,0
1452,0,57,1,0
1453,3,57,1,0
1454,0,57,1,0
1455,3,57,1,0
1456,0,57,1,0
1457,0,57,1,0
1458,5,57,1,0
1459,0,57,1,0
1460,0,57,1,0
1461,0,57,1,0
1462,3,57,1,0
1463,0,57,1,0
1464,2,57,1,0
1465,5,57,1,0
1466,0,57,1,0
1467,5,57,1,0
1468,5,57,1,0
1469,3,57,1,0
1470,5,57,1,0
1471,0,57,1,0
1472,5,57,1,0
1473,2,57,1,0
1474,5,57,1,0
1475,5,57,1,0
1476,0,57,1,0
1477,0,57,1,0
1478,2,57,1,0
1479,5,57,1,0
1480,5,57,1,0
1481,3,57,1,0
1482,5,57,1,0
1483,0,57,1,0
1484,3,57,1,0
1485,3,57,1,0
1486,0,57,1,0
1487,3,57,1,0
1488,4,57,1,0
1489,2,57,1,0
1490,0,57,1,0
1491,0,57,1,0
1492,0,57,1,0
1493,5,57,1,0
1494,3,57,1,0
1495,1,57,1,0
1496,5,57,1,0
1497,0,57,1,0
1498,2,57,1,0
1499,3,57,1,0
1500,5,57,1,0
1501,5,57,1,0
1502,3,57,1,0
1503,5,57,1,0
1504,3,57,1,0
1505,4,57,1,0
1506,5,57,1,0
1507,5,57,1,0
1508,5,57,1,0
1509,0,57,1,0
1510,5,57,1,0
1511,2,57,1,0
1512,1,57,1,0
1513,0,57,1,0
1514,1,57,1,0
1515,0,57,1,0
1516,5,57,1,0
1517,5,57,1,0
1518,2,57,1,0
1519,2,57,1,0
1520,0,57,1,0
1521,5,57,1,0
1522,0,57,1,0
1523,2,57,1,0
1524,0,56,1,0
1525,5,56,1,0
1526,0,56,1,0
1527,0,56,1,0
1528,3,56,1,0
1529,0,56,1,0
1530,3,56,1,0
1531,1,56,1,0
1532,1,56,1,0
1533,5,56,1,0
1534,3,56,1,0
1535,5,56,1,0
1536,0,56,1,0
1537,5,56,1,0
1538,2,56,1,0
1539,5,56,1,0
1540,0,56,1,0
1541,0,56,1,0
1542,0,56,1,0
1543,2,56,1,0
1544,0,56,1,0
1545,4,56,1,0
1546,0,56,1,0
1547,5,56,1,0
1548,4,56,1,0
1549,5,56,1,0
1550,2,56,1,0
1551,0,56,1,0
1552,3,56,1,0
1553,5,56,1,0
1554,0,56,1,0
1555,0,56,1,0
1556,0,56,1,0
1557,5,56,1,0
1558,0,56,1,0
1559,0,56,1,0
1560,3,56,1,0
1561,0,56,1,0
1562,2,56,1,0
1563,0,56,1,0
1564,0,56,1,0
1565,0,56,1,0
1566,0,56,1,0
1567,5,56,1,0
1568,0,56,1,0
1569,5,56,1,0
1570,0,56,1,0
1571,5,56,1,0
1572,0,56,1,0
1573,0,56,1,0
1574,4,56,1,0
1575,5,56,1,0
1576,0,56,1,0
1577,0,56,1,0
1578,5,56,1,0
1579,5,56,1,0
1580,0,56,1,0
1581,0,56,1,0
1582,5,56,1,0
1583,0,56,1,0
1584,3,56,1,0
1585,2,56,1,0
1586,1,56,1,0
1587,5,56,1,0
1588,5,56,1,0
1589,0,56,1,0
1590,0,56,1,0
1591,0,56,1,0
1592,0,56,1,0
1593,3,56,1,0
1594,5,56,1,0
1595,0,56,1,0
1596,0,56,1,0
1597,5,56,1,0
1598,0,56,1,0
1599,5,56,1,0
1600,0,56,1,0
1601,5,56,1,0
1602,5,56,1,0
1603,0,56,1,0
1604,0,56,1,0
1605,5,56,1,0
1606,0,56,1,0
1607,1,56,1,0
1608,0,56,1,0
1609,5,56,1,0
1610,5,56,1,0
1611,0,56,1,0
1612,5,56,1,0
1613,0,56,1,0
1614,0,56,1,0
1615,0,56,1,0
1616,3,56,1,0
1617,4,56,1,0
1618,5,56,1,0
1619,2,56,1,0
1620,0,56,1,0
1621,5,56,1,0
1622,0,56,1,0
1623,0,56,1,0
1624,5,56,1,0
1625,0,56,1,0
1626,5,56,1,0
1627,0,56,1,0
1628,4,56,1,0
1629,5,56,1,0
1630,5,56,1,0
1631,0,56,1,0
1632,1,56,1,0
1633,5,56,1,0
1634,0,56,1,0
1635,0,56,1,0
1636,5,56,1,0
1637,0,55,1,0
1638,0,55,1,0
1639,5,55,1,0
1640,5,55,1,0
1641,5,55,1,0
1642,0,55,1,0
1643,5,55,1,0
1644,5,55,1,0
1645,5,55,1,0
1646,5,55,1,0
1647,3,55,1,0
1648,3,55,1,0
1649,1,55,1,0
1650,5,55,1,0
1651,4,55,1,0
1652,5,55,1,0
1653,5,55,1,0
1654,4,55,1,0
1655,0,55,1,0
1656,5,55,1,0
1657,2,55,1,0
1658,0,55,1,0
1659,2,55,1,0
1660,0,55,1,0
1661,0,55,1,0
1662,0,55,1,0
1663,0,55,1,0
1664,4,55,1,0
1665,4,55,1,0
1666,0,55,1,0
1667,5,55,1,0
1668,5,55,1,0
1669,2,55,1,0
1670,2,55,1,0
1671,0,55,1,0
1672,0,55,1,0
1673,0,55,1,0
1674,5,55,1,0
1675,0,55,1,0
1676,0,55,1,0
1677,5,55,1,0
1678,3,55,1,0
1679,0,55,1,0
1680,4,55,1,0
1681,2,55,1,0
1682,0,55,1,0
1683,0,55,1,0
1684,4,55,1,0
1685,3,55,1,0
1686,2,55,1,0
1687,5,55,1,0
1688,4,55,1,0
1689,5,55,1,0
1690,0,55,1,0
1691,0,55,1,0
1692,5,55,1,0
1693,0,55,1,0
1694,3,55,1,0
1695,5,55,1,0
1696,0,55,1,0
1697,0,55,1,0
1698,5,55,1,0
1699,0,55,1,0
1700,5,55,1,0
1701,5,55,1,0
1702,0,55,1,0
1703,3,55,1,0
1704,5,55,1,0
1705,0,55,1,0
1706,0,55,1,0
1707,0,55,1,0
1708,5,55,1,0
1709,3,55,1,0
1710,2,55,1,0
1711,1,55,1,0
1712,2,55,1,0
1713,4,55,1,0
1714,3,55,1,0
1715,0,55,1,0
1716,5,55,1,0
1717,0,55,1,0
1718,0,55,1,0
1719,5,55,1,0
1720,1,55,1,0
1721,0,55,1,0
1722,0,55,1,0
1723,5,55,1,0
1724,5,55,1,0
1725,5,55,1,0
1726,0,55,1,0
1727,0,55,1,0
1728,1,55,1,0
1729,0,55,1,0
1730,0,55,1,0
1731,2,55,1,0
1732,2,55,1,0
1733,0,55,1,0
1734,0,55,1,0
1735,0,55,1,0
1736,3,55,1,0
1737,0,55,1,0
1738,5,55,1,0
1739,5,55,1,0
1740,5,55,1,0
1741,0,55,1,0
1742,5,55,1,0
1743,0,55,1,0
1744,4,55,1,0
1745,5,55,1,0
1746,5,55,1,0
1747,0,54,1,0
1748,2,54,1,0
1749,2,54,1,0
1750,0,54,1,0
1751,0,54,1,0
1752,0,54,1,0
1753,0,54,1,0
1754,0,54,1,0
1755,5,54,1,0
1756,1,54,1,0
1757,0,54,1,0
1758,5,54,1,0
1759,3,54,1,0
1760,0,54,1,0
1761,0,54,1,0
1762,5,54,1,0
1763,0,54,1,0
1764,5,54,1,0
1765,0,54,1,0
1766,3,54,1,0
1767,0,54,1,0
1768,1,54,1,0
1769,0,54,1,0
1770,0,54,1,0
1771,0,54,1,0
1772,3,54,1,0
1773,5,54,1,0
1774,0,54,1,0
1775,5,54,1,0
1776,3,54,1,0
1777,0,54,1,0
1778,0,54,1,0
1779,0,54,1,0
1780,0,54,1,0
1781,5,54,1,0
1782,2,54,1,0
1783,5,54,1,0
1784,5,54,1,0
1785,0,54,1,0
1786,0,54,1,0
1787,0,54,1,0
1788,5,54,1,0
1789,4,54,1,0
1790,0,54,1,0
1791,0,54,1,0
1792,3,54,1,0
1793,5,54,1,0
1794,3,54,1,0
1795,0,54,1,0
1796,0,54,1,0
1797,0,54,1,0
1798,3,54,1,0
1799,0,54,1,0
1800,0,54,1,0
1801,0,54,1,0
1802,5,54,1,0
1803,0,54,1,0
1804,0,54,1,0
1805,0,54,1,0
1806,5,54,1,0
1807,0,54,1,0
1808,5,54,1,0
1809,0,54,1,0
1810,0,54,1,0
1811,5,54,1,0
1812,0,54,1,0
1813,1,54,1,0
1814,0,54,1,1
1815,0,54,1,0
1816,0,54,1,0
1817,2,54,1,0
1818,0,54,1,0
1819,4,54,1,0
1820,0,54,1,0
1821,1,54,1,0
1822,5,54,1,0
1823,2,54,1,0
1824,0,54,1,0
1825,0,54,1,0
1826,0,54,1,0
1827,2,54,1,0
1828,2,54,1,0
1829,4,54,1,0
1830,0,54,1,0
1831,0,54,1,0
1832,0,54,1,0
1833,5,54,1,0
1834,0,54,1,0
1835,2,54,1,0
1836,5,54,1,0
1837,0,54,1,0
1838,3,53,1,0
1839,2,53,1,0
1840,4,53,1,0
1841,0,53,1,0
1842,0,53,1,0
1843,0,53,1,0
1844,5,53,1,0
1845,0,53,1,0
1846,0,53,1,0
1847,2,53,1,0
1848,2,53,1,0
1849,0,53,1,0
1850,5,53,1,0
1851,0,53,1,0
1852,5,53,1,0
1853,2,53,1,0
1854,0,53,1,0
1855,0,53,1,0
1856,0,53,1,0
1857,2,53,1,0
1858,1,53,1,0
1859,0,53,1,0
1860,3,53,1,0
1861,0,53,1,0
1862,5,53,1,0
1863,4,53,1,0
1864,0,53,1,0
1865,0,53,1,0
1866,0,53,1,0
1867,0,53,1,0
1868,0,53,1,0
1869,0,53,1,0
1870,2,53,1,0
1871,1,53,1,0
1872,5,53,1,0
1873,3,53,1,0
1874,0,53,1,0
1875,0,53,1,0
1876,0,53,1,0
1877,0,53,1,0
1878,2,53,1,0
1879,0,53,1,0
1880,3,53,1,0
1881,0,53,1,0
1882,0,53,1,0
1883,0,53,1,0
1884,0,53,1,0
1885,0,53,1,0
1886,0,53,1,0
1887,0,53,1,0
1888,2,53,1,0
1889,0,53,1,0
1890,0,53,1,0
1891,0,53,1,0
1892,0,53,1,0
1893,0,53,1,0
1894,4,53,1,0
1895,2,53,1,0
1896,5,53,1,0
1897,0,53,1,0
1898,5,53,1,0
1899,2,53,1,0
1900,0,53,1,0
1901,0,53,1,0
1902,0,53,1,0
1903,0,53,1,0
1904,0,53,1,0
1905,0,53,1,0
1906,5,53,1,0
1907,2,53,1,0
1908,2,53,1,0
1909,0,53,1,0
1910,5,53,1,0
1911,0,53,1,0
1912,3,53,1,0
1913,5,53,1,0
1914,5,53,1,0
1915,4,53,1,0
1916,0,53,1,0
1917,0,53,1,0
1918,0,53,1,0
1919,0,53,1,0
1920,0,53,1,0
1921,5,53,1,0
1922,0,53,1,0
1923,0,53,1,0
1924,0,53,1,0
1925,3,53,1,0
1926,0,53,1,0
1927,4,53,1,0
1928,1,53,1,0
1929,5,53,1,0
1930,0,53,1,0
1931,5,53,1,0
1932,5,52,1,0
1933,2,52,1,0
1934,0,52,1,0
1935,2,52,1,0
1936,0,52,1,0
1937,0,52,1,0
1938,5,52,1,0
1939,1,52,1,0
1940,0,52,1,0
1941,5,52,1,0
1942,0,52,1,0
1943,1,52,1,0
1944,2,52,1,0
1945,4,52,1,0
1946,5,52,1,0
1947,0,52,1,0
1948,5,52,1,0
1949,0,52,1,0
1950,0,52,1,0
1951,0,52,1,0
1952,2,52,1,0
1953,0,52,1,0
1954,3,52,1,0
1955,0,52,1,0
1956,1,52,1,0
1957,0,52,1,0
1958,3,52,1,0
1959,0,52,1,0
1960,0,52,1,0
1961,0,52,1,0
1962,5,52,1,0
1963,0,52,1,0
1964,2,52,1,0
1965,0,52,1,0
1966,0,52,1,0
1967,5,52,1,0
1968,5,52,1,0
1969,0,52,1,0
1970,5,52,1,0
1971,0,52,1,0
1972,0,52,1,0
1973,5,52,1,0
1974,0,52,1,0
1975,5,52,1,0
1976,0,52,1,0
1977,0,52,1,0
1978,0,52,1,0
1979,5,52,1,0
1980,0,52,1,0
1981,0,52,1,0
1982,0,52,1,0
1983,2,52,1,0
1984,0,52,1,0
1985,2,52,1,0
1986,0,52,1,0
1987,5,52,1,0
1988,5,52,1,0
1989,5,52,1,0
1990,0,52,1,0
1991,5,52,1,0
1992,0,52,1,0
1993,0,52,1,0
1994,0,52,1,0
1995,0,52,1,0
1996,3,52,1,0
1997,0,52,1,0
1998,3,52,1,0
1999,0,52,1,0
2000,3,52,1,0
2001,5,52,1,0
2002,0,52,1,0
2003,1,52,1,0
2004,0,52,1,0
2005,0,52,1,0
2006,0,52,1,0
2007,0,52,1,0
2008,3,52,1,0
2009,2,52,1,0
2010,0,52,1,0
2011,0,52,1,0
2012,2,52,1,0
2013,3,52,1,0
2014,0,52,1,0
2015,5,52,1,0
2016,0,52,1,0
2017,0,52,1,0
2018,2,52,1,0
2019,5,52,1,0
2020,5,52,1,0
2021,5,52,1,0
2022,5,52,1,0
2023,4,52,1,0
2024,5,52,1,0
2025,5,52,1,0
2026,0,52,1,0
2027,0,52,1,0
2028,5,52,1,0
2029,0,52,1,0
2030,0,51,1,1
2031,4,51,1,0
2032,5,51,1,0
2033,3,51,1,0
2034,0,51,1,0
2035,0,51,1,0
2036,0,51,1,0
2037,5,51,1,0
2038,0,51,1,0
2039,5,51,1,0
2040,0,51,1,0
2041,4,51,1,0
2042,1,51,1,0
2043,0,51,1,0
2044,0,51,1,0
2045,0,51,1,0
2046,1,51,1,0
2047,0,51,1,0
2048,0,51,1,0
2049,2,51,1,0
2050,5,51,1,0
2051,5,51,1,0
2052,5,51,1,0
2053,4,51,1,0
2054,0,51,1,0
2055,0,51,1,0
2056,3,51,1,0
2057,0,51,1,0
2058,2,51,1,0
2059,5,51,1,0
2060,5,51,1,0
2061,2,51,1,0
2062,2,51,1,0
2063,5,51,1,0
2064,0,51,1,0
2065,0,51,1,0
2066,5,51,1,0
2067,0,51,1,0
2068,0,51,1,0
2069,0,51,1,0
2070,0,51,1,0
2071,1,51,1,0
2072,5,51,1,0
2073,3,51,1,0
2074,0,51,1,0
2075,0,51,1,0
2076,5,51,1,0
2077,3,51,1,0
2078,0,51,1,0
2079,0,51,1,0
2080,0,51,1,0
2081,0,51,1,0
2082,0,51,1,0
2083,0,51,1,0
2084,5,51,1,0
2085,4,51,1,0
2086,2,51,1,0
2087,3,51,1,0
2088,0,51,1,0
2089,0,51,1,0
2090,0,51,1,0
2091,0,51,1,0
2092,2,51,1,0
2093,2,51,1,0
2094,0,51,1,0
2095,0,51,1,0
2096,0,51,1,0
2097,0,51,1,0
2098,0,51,1,0
2099,5,51,1,0
2100,0,51,1,0
2101,0,51,1,0
2102,0,51,1,0
2103,0,51,1,0
2104,2,51,1,0
2105,0,51,1,0
2106,0,51,1,0
2107,4,51,1,0
2108,0,51,1,0
2109,1,51,1,0
2110,4,51,1,0
2111,0,51,1,0
2112,1,51,1,0
2113,1,51,1,0
2114,3,51,1,0
2115,5,51,1,0
2116,0,51,1,0
2117,0,51,1,0
2118,2,51,1,0
2119,0,51,1,0
2120,0,51,1,0
2121,5,51,1,0
2122,0,51,1,0
2123,0,51,1,0
2124,0,51,1,0
2125,0,51,1,0
2126,0,51,1,0
2127,5,51,1,0
2128,0,51,1,0
2129,0,51,1,0
2130,0,51,1,0
2131,0,51,1,0
2132,3,51,1,0
2133,2,51,1,0
2134,3,51,1,0
2135,4,51,1,0
2136,2,51,1,0
2137,5,51,1,0
2138,4,51,1,0
2139,0,51,1,0
2140,0,50,1,0
2141,5,50,1,0
2142,2,50,1,0
2143,2,50,1,0
2144,0,50,1,0
2145,0,50,1,0
2146,5,50,1,0
2147,0,50,1,0
2148,1,50,1,0
2149,0,50,1,0
2150,0,50,1,0
2151,3,50,1,0
2152,3,50,1,0
2153,0,50,1,0
2154,1,50,1,0
2155,2,50,1,0
2156,0,50,1,0
2157,0,50,1,0
2158,0,50,1,0
2159,0,50,1,0
2160,0,50,1,0
2161,5,50,1,0
2162,1,50,1,0
2163,0,50,1,0
2164,0,50,1,0
2165,2,50,1,0
2166,0,50,1,0
2167,4,50,1,0
2168,0,50,1,0
2169,0,50,1,0
2170,0,50,1,0
2171,0,50,1,1
2172,0,50,1,0
2173,0,50,1,0
2174,0,50,1,0
2175,0,50,1,0
2176,0,50,1,0
2177,5,50,1,0
2178,5,50,1,0
2179,5,50,1,0
2180,0,50,1,0
2181,0,50,1,0
2182,0,50,1,0
2183,5,50,1,0
2184,0,50,1,0
2185,0,50,1,0
2186,3,50,1,0
2187,0,50,1,0
2188,5,50,1,0
2189,5,50,1,0
2190,0,50,1,0
2191,0,50,1,0
2192,3,50,1,0
2193,0,50,1,0
2194,0,50,1,0
2195,0,50,1,0
2196,1,50,1,0
2197,0,50,1,0
2198,5,50,1,0
2199,2,50,1,0
2200,5,50,1,0
2201,5,50,1,0
2202,3,50,1,0
2203,0,50,1,0
2204,0,50,1,0
2205,1,50,1,0
2206,0,50,1,0
2207,0,50,1,0
2208,2,50,1,0
2209,0,50,1,0
2210,3,50,1,0
2211,0,50,1,0
2212,3,50,1,0
2213,0,50,1,0
2214,0,50,1,0
2215,0,50,1,0
2216,4,50,1,0
2217,0,50,1,0
2218,5,50,1,0
2219,0,50,1,0
2220,2,50,1,0
2221,5,50,1,0
2222,0,50,1,0
2223,0,50,1,0
2224,3,50,1,0
2225,0,50,1,0
2226,5,50,1,0
2227,2,50,1,0
2228,0,50,1,0
2229,0,50,1,0
2230,0,50,1,0
2231,0,50,1,0
2232,5,50,1,0
2233,0,50,1,0
2234,0,50,1,0
2235,0,50,1,0
2236,5,50,1,0
2237,0,50,1,0
2238,5,50,1,0
2239,5,50,1,0
2240,2,50,1,0
2241,0,50,1,0
2242,5,50,1,0
2243,3,50,1,0
2244,0,50,1,0
2245,3,50,1,0
2246,0,50,1,0
2247,0,50,1,0
2248,1,50,1,0
2249,0,50,1,0
2250,5,50,1,0
2251,2,50,1,0
2252,5,50,1,0
2253,0,50,1,0
2254,0,50,1,0
2255,1,50,1,0
2256,0,50,1,0
2257,0,50,1,0
2258,0,50,1,0
2259,3,50,1,0
2260,0,49,1,0
2261,2,49,1,0
2262,0,49,1,0
2263,0,49,1,0
2264,4,49,1,0
2265,5,49,1,0
2266,0,49,1,0
2267,0,49,1,0
2268,0,49,1,0
2269,0,49,1,0
2270,0,49,1,0
2271,0,49,1,0
2272,5,49,1,0
2273,1,49,1,0
2274,0,49,1,0
2275,0,49,1,0
2276,4,49,1,0
2277,0,49,1,0
2278,1,49,1,0
2279,2,49,1,0
2280,0,49,1,0
2281,5,49,1,0
2282,0,49,1,0
2283,5,49,1,0
2284,0,49,1,0
2285,3,49,1,0
2286,0,49,1,0
2287,0,49,1,0
2288,0,49,1,0
2289,0,49,1,0
2290,0,49,1,0
2291,0,49,1,0
2292,1,49,1,0
2293,0,49,1,0
2294,0,49,1,0
2295,0,49,1,0
2296,2,49,1,0
2297,0,49,1,0
2298,5,49,1,0
2299,3,49,1,0
2300,0,49,1,0
2301,1,49,1,0
2302,5,49,1,0
2303,5,49,1,0
2304,5,49,1,0
2305,3,49,1,0
2306,2,49,1,0
2307,5,49,1,0
2308,0,49,1,0
2309,0,49,1,0
2310,0,49,1,0
2311,0,49,1,0
2312,5,49,1,0
2313,0,49,1,0
2314,0,49,1,0
2315,1,49,1,0
2316,0,49,1,0
2317,3,49,1,0
2318,0,49,1,0
2319,0,49,1,0
2320,5,49,1,0
2321,0,49,1,0
2322,0,49,1,0
2323,5,49,1,0
2324,0,49,1,0
2325,0,49,1,0
2326,2,49,1,0
2327,0,49,1,0
2328,0,49,1,0
2329,0,49,1,0
2330,3,49,1,0
2331,0,49,1,0
2332,0,49,1,0
2333,0,49,1,0
2334,0,49,1,0
2335,0,49,1,0
2336,0,49,1,0
2337,0,49,1,0
2338,0,49,1,0
2339,4,49,1,0
2340,5,49,1,0
2341,0,49,1,0
2342,0,49,1,0
2343,5,49,1,0
2344,0,49,1,0
2345,0,49,1,0
2346,0,49,1,0
2347,0,49,1,0
2348,0,49,1,0
2349,0,49,1,0
2350,0,49,1,0
2351,0,49,1,0
2352,0,49,1,0
2353,5,49,1,0
2354,3,49,1,0
2355,0,49,1,0
2356,0,49,1,0
2357,0,49,1,0
2358,0,49,1,0
2359,0,49,1,0
2360,2,49,1,0
2361,0,49,1,0
2362,2,49,1,0
2363,0,49,1,0
2364,0,49,1,0
2365,0,49,1,0
2366,5,49,1,0
2367,0,49,1,0
2368,2,49,1,0
2369,1,49,1,0
2370,0,48,1,0
2371,0,48,1,0
2372,0,48,1,0
2373,0,48,1,0
2374,0,48,1,0
2375,0,48,1,0
2376,4,48,1,0
2377,2,48,1,0
2378,4,48,1,0
2379,0,48,1,0
2380,5,48,1,0
2381,0,48,1,0
2382,5,48,1,0
2383,0,48,1,0
2384,0,48,1,0
2385,0,48,1,0
2386,0,48,1,0
2387,0,48,1,0
2388,5,48,1,0
2389,0,48,1,0
2390,0,48,1,0
2391,0,48,1,0
2392,0,48,1,0
2393,5,48,1,0
2394,0,48,1,0
2395,5,48,1,0
2396,0,48,1,0
2397,0,48,1,0
2398,0,48,1,0
2399,0,48,1,0
2400,5,48,1,0
2401,0,48,1,0
2402,0,48,1,0
2403,0,48,1,0
2404,0,48,1,0
2405,1,48,1,0
2406,1,48,1,0
2407,5,48,1,0
2408,0,48,1,0
2409,0,48,1,0
2410,0,48,1,0
2411,2,48,1,0
2412,5,48,1,0
2413,0,48,1,0
2414,0,48,1,0
2415,2,48,1,0
2416,0,48,1,0
2417,0,48,1,0
2418,0,48,1,0
2419,0,48,1,0
2420,0,48,1,0
2421,0,48,1,0
2422,5,48,1,0
2423,0,48,1,0
2424,0,48,1,0
2425,0,48,1,0
2426,3,48,1,0
2427,0,48,1,0
2428,0,48,1,0
2429,5,48,1,0
2430,0,48,1,0
2431,5,48,1,0
2432,0,48,1,0
2433,0,48,1,0
2434,0,48,1,0
2435,2,48,1,0
2436,1,48,1,0
2437,0,48,1,0
2438,3,48,1,0
2439,2,48,1,0
2440,3,48,1,0
2441,0,48,1,0
2442,0,48,1,0
2443,0,48,1,0
2444,0,48,1,0
2445,0,48,1,0
2446,4,48,1,0
2447,0,48,1,0
2448,0,48,1,0
2449,0,48,1,0
2450,0,48,1,0
2451,5,48,1,0
2452,0,48,1,0
2453,0,48,1,0
2454,0,48,1,0
2455,0,48,1,0
2456,3,48,1,0
2457,2,48,1,0
2458,0,48,1,0
2459,0,48,1,0
2460,0,48,1,0
2461,0,48,1,0
2462,0,48,1,0
2463,0,48,1,0
2464,0,48,1,0
2465,0,48,1,0
2466,4,48,1,0
2467,0,48,1,0
2468,0,48,1,0
2469,0,48,1,0
2470,0,48,1,0
2471,0,48,1,0
2472,0,48,1,0
2473,0,48,1,0
2474,0,48,1,0
2475,0,48,1,0
2476,2,48,1,0
2477,0,48,1,0
2478,0,48,1,0
2479,0,48,1,0
2480,5,48,1,0
2481,0,48,1,0
2482,0,48,1,0
2483,0,48,1,0
2484,3,47,1,0
2485,0,47,1,0
2486,5,47,1,0
2487,0,47,1,0
2488,5,47,1,0
2489,1,47,1,0
2490,0,47,1,0
2491,0,47,1,0
2492,0,47,1,0
2493,0,47,1,0
2494,2,47,1,0
2495,0,47,1,0
2496,0,47,1,0
2497,4,47,1,0
2498,2,47,1,0
2499,0,47,1,0
2500,0,47,1,0
2501,0,47,1,0
2502,0,47,1,0
2503,2,47,1,0
2504,3,47,1,0
2505,0,47,1,0
2506,0,47,1,0
2507,0,47,1,0
2508,2,47,1,0
2509,0,47,1,0
2510,0,47,1,0
2511,2,47,1,0
2512,0,47,1,0
2513,5,47,1,0
2514,0,47,1,0
2515,1,47,1,0
2516,0,47,1,0
2517,0,47,1,0
2518,2,47,1,0
2519,0,47,1,0
2520,0,47,1,0
2521,0,47,1,0
2522,0,47,1,0
2523,0,47,1,0
2524,5,47,1,0
2525,1,47,1,0
2526,3,47,1,0
2527,4,47,1,0
2528,2,47,1,0
2529,0,47,1,0
2530,0,47,1,0
2531,2,47,1,0
2532,2,47,1,0
2533,0,47,1,0
2534,0,47,1,0
2535,0,47,1,0
2536,4,47,1,0
2537,0,47,1,0
2538,0,47,1,0
2539,5,47,1,0
2540,0,47,1,0
2541,5,47,1,0
2542,0,47,1,0
2543,5,47,1,0
2544,0,47,1,0
2545,0,47,1,0
2546,0,47,1,0
2547,1,47,1,0
2548,0,47,1,0
2549,2,47,1,0
2550,0,47,1,0
2551,0,47,1,0
2552,3,47,1,0
2553,0,47,1,0
2554,0,47,1,0
2555,0,47,1,0
2556,0,47,1,0
2557,0,47,1,0
2558,0,47,1,0
2559,0,47,1,0
2560,0,47,1,0
2561,0,47,1,0
2562,5,47,1,0
2563,0,47,1,0
2564,0,47,1,0
2565,0,47,1,0
2566,0,47,1,0
2567,5,47,1,0
2568,0,47,1,0
2569,0,47,1,0
2570,0,47,1,0
2571,0,47,1,0
2572,2,47,1,0
2573,0,47,1,0
2574,0,47,1,0
2575,0,47,1,0
2576,0,46,1,0
2577,0,46,1,0
2578,0,46,1,0
2579,5,46,1,0
2580,0,46,1,0
2581,3,46,1,0
2582,0,46,1,0
2583,0,46,1,0
2584,0,46,1,0
2585,0,46,1,0
2586,0,46,1,0
2587,0,46,1,0
2588,5,46,1,0
2589,0,46,1,0
2590,0,46,1,0
2591,0,46,1,0
2592,0,46,1,0
2593,3,46,1,0
2594,0,46,1,0
2595,0,46,1,0
2596,0,46,1,0
2597,3,46,1,0
2598,0,46,1,0
2599,2,46,1,0
2600,0,46,1,0
2601,0,46,1,0
2602,4,46,1,0
2603,3,46,1,0
2604,4,46,1,0
2605,0,46,1,0
2606,0,46,1,0
2607,0,46,1,0
2608,5,46,1,0
2609,2,46,1,0
2610,0,46,1,0
2611,0,46,1,0
2612,3,46,1,0
2613,2,46,1,0
2614,1,46,1,0
2615,0,46,1,0
2616,0,46,1,0
2617,0,46,1,0
2618,1,46,1,0
2619,0,46,1,0
2620,3,46,1,0
2621,3,46,1,0
2622,0,46,1,0
2623,1,46,1,0
